Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
67595a4d921cceed5432fdc2,66478008028aefda6a20b6cb,APPROVED,Not Applicable,2024-12-11T09:24:48.027000Z,2024-12-11T09:30:42.590000Z,2024-12-11T09:38:38.743000Z,2024-12-11T09:30:43.223915Z,355.0,CJL9IR62,112,"Russian, English",26,Female,White,Russian Federation,United Kingdom,Russian Federation,Russian,Yes,DATA_EXPIRED
67595a70cac3d4e33890c9b7,5422b9f9fdf99b328baf8de6,AWAITING REVIEW,Not Applicable,2024-12-11T09:25:21.949000Z,2024-12-11T09:30:40.767000Z,,2024-12-11T09:30:41.579555Z,319.0,5422b9f9fdf99b328baf8de6,1302,English,48,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67595abb4f0fde06ea23634e,6148534692faf0e96f0858b2,APPROVED,Not Applicable,2024-12-11T09:26:23.251000Z,2024-12-11T09:30:27.585000Z,2024-12-11T09:38:40.839000Z,2024-12-11T09:30:28.877590Z,245.0,CJL9IR62,1042,English,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67595aed11c5e5370ed1c683,65845f67f9ed8c08c8e58949,APPROVED,Not Applicable,2024-12-11T09:27:14.161000Z,2024-12-11T09:34:16.715000Z,2024-12-11T09:38:43.003000Z,2024-12-11T09:34:18.397793Z,423.0,CJL9IR62,738,English,73,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67595b05255644de7a4b6ad2,665abd757f12f824a9fc172d,APPROVED,Not Applicable,2024-12-11T09:27:40.407000Z,2024-12-11T09:32:15.920000Z,2024-12-11T09:38:44.037000Z,2024-12-11T09:32:16.599288Z,276.0,CJL9IR62,175,English,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67595b0d6ff530c32b1efebb,63177eccf7413f061966ef60,APPROVED,Not Applicable,2024-12-11T09:27:54.826000Z,2024-12-11T09:32:50.271000Z,2024-12-11T09:38:45.206000Z,2024-12-11T09:32:50.914088Z,296.0,CJL9IR62,593,English,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67599495dc3ed7bef092243d,5ba0df3c9c31af0001ff7795,APPROVED,Not Applicable,2024-12-11T13:33:16.763000Z,2024-12-11T13:38:33.514000Z,2024-12-11T13:43:31.514000Z,2024-12-11T13:38:51.936762Z,317.0,CJL9IR62,1270,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
675997bb4140c631e643065c,67446a448997dec5f9d758ff,APPROVED,Not Applicable,2024-12-11T13:47:26.042000Z,2024-12-11T14:06:23.313000Z,2024-12-11T14:52:27.723000Z,2024-12-11T14:07:21.672328Z,1138.0,CJL9IR62,46,English,34,Male,Black,Nigeria,United States,Nigeria,English,DATA_EXPIRED,Full-Time
675997c0e19e57ebc54498d6,66bcce7233ce3b6b5aaecd5e,AWAITING REVIEW,Not Applicable,2024-12-11T13:46:45.241000Z,2024-12-11T13:50:45.821000Z,,2024-12-11T13:50:46.583569Z,241.0,66bcce7233ce3b6b5aaecd5e,365,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
675997c137052cae610654c1,670c17328b2ef3366ba42a34,APPROVED,Not Applicable,2024-12-11T13:46:47.732000Z,2024-12-11T13:51:44.430000Z,2024-12-11T14:52:52.356000Z,2024-12-11T13:51:45.104780Z,297.0,670c17328b2ef3366ba42a34,452,English,49,Male,White,United States,United States,United States,English,No,Full-Time
675997c17cfdb553ff0bec71,59646f5198cf77000106feb1,APPROVED,Not Applicable,2024-12-11T13:46:47.385000Z,2024-12-11T14:29:59.596000Z,2024-12-11T14:52:03.367000Z,2024-12-11T14:31:29.210017Z,2593.0,CJL9IR62,1843,English,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
675997c244e62bf7363ed5ad,5a94ee9bf6dfdd0001ea50f1,APPROVED,Not Applicable,2024-12-11T13:46:57.998000Z,2024-12-11T13:52:24.610000Z,2024-12-11T14:52:13.700000Z,2024-12-11T13:52:25.274283Z,327.0,CJL9IR62,2137,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
675997c3da04072eff1e3553,5e10c664e7802178da96078a,APPROVED,Not Applicable,2024-12-11T13:49:33.131000Z,2024-12-11T13:58:30.948000Z,2024-12-11T14:52:12.036000Z,2024-12-11T13:58:47.423826Z,538.0,CJL9IR62,174,English,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
675997c4b276298c472d6855,65e9fbe46ad3a93ae116ca4b,APPROVED,Not Applicable,2024-12-11T13:46:52.572000Z,2024-12-11T14:01:09.418000Z,2024-12-11T14:52:20.275000Z,2024-12-11T14:03:26.949619Z,857.0,CJL9IR62,210,English,37,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Part-Time
675997c52b45808b70d07a0a,5ee0edcb962eba464f486b40,APPROVED,Not Applicable,2024-12-11T13:50:38.768000Z,2024-12-11T13:58:53.375000Z,2024-12-11T14:52:08.370000Z,2024-12-11T13:59:14.523675Z,495.0,CJL9IR62,3294,English,66,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
675997c61f003983cd66ae49,674debfd73dee4ca7317f8d5,APPROVED,Not Applicable,2024-12-11T13:47:04.758000Z,2024-12-11T13:52:04.713000Z,2024-12-11T14:52:24.991000Z,2024-12-11T13:52:05.686706Z,300.0,CJL9IR62,27,English,29,Female,White,United States,United Kingdom,United States,English,No,Unemployed (and job seeking)
675997c7ce995883f50d2f4d,6455616c0fe23ecca70ce1b9,APPROVED,Not Applicable,2024-12-11T13:51:14.626000Z,2024-12-11T13:59:04.431000Z,2024-12-11T14:52:30.497000Z,2024-12-11T13:59:28.578375Z,470.0,CJL9IR62,3726,English,67,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6759a741743e61ddfa8c76ec,66dca9f03d05bc3864916812,APPROVED,Not Applicable,2024-12-11T14:53:04.034000Z,2024-12-11T14:58:50.697000Z,2024-12-11T14:59:42.821000Z,2024-12-11T14:58:51.772256Z,347.0,CJL9IR62,296,English,55,Female,Asian,Bangladesh,United Kingdom,United Kingdom,English,No,Full-Time
675864d47738092998b9ac48,66f5b599fbee3f58bb2aa316,REJECTED,Not Applicable,2024-12-10T15:57:13.564000Z,2024-12-10T16:07:21.446000Z,2024-12-10T18:21:07.975000Z,2024-12-10T16:07:22.549000Z,608.0,C1JYEV59,426,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67586505da90cd86ce659528,5b99238d30357200010c9ddc,REJECTED,Not Applicable,2024-12-10T15:58:02.963000Z,2024-12-10T16:02:04.860000Z,2024-12-10T18:21:18.353000Z,2024-12-10T16:02:08.897000Z,242.0,5b99238d30357200010c9ddc,2047,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
675886b60ce72f1ea6ebc10b,5b153db4444cef0001cb034f,REJECTED,Not Applicable,2024-12-10T18:21:47.865000Z,2024-12-10T18:25:14.693000Z,2024-12-11T09:08:29.289000Z,2024-12-10T18:26:02.881000Z,207.0,5b153db4444cef0001cb034f,1050,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
675886b96ae8d113e0af5b41,5d06743eac143b000118ce79,APPROVED,Not Applicable,2024-12-10T18:21:54.218000Z,2024-12-10T18:25:40.171000Z,2024-12-11T13:32:37.963000Z,2024-12-10T18:26:18.714000Z,226.0,CJL9IR62,2480,English,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
675886bf857927ebbc472777,66c5f4a553e1c3384a00e498,TIMED-OUT,Not Applicable,2024-12-10T18:21:58.690000Z,,,,233756.0,,112,English,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
675886c96ae8d113e0af5b45,5dda6f4e82569a9cea908bb2,REJECTED,Not Applicable,2024-12-10T18:22:12.065000Z,2024-12-10T18:25:34.238000Z,2024-12-11T09:09:53.829000Z,2024-12-10T18:26:15.177000Z,203.0,CJL9IR62,5910,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
